# Numerov wave function for l=0
# r  Re(psi)  Im(psi)
13.940000  0.4467404615  -0.5625187559
13.960000  0.4449593187  -0.5695934942
13.980000  0.4429653712  -0.5763958208
14.000000  0.4407595658  -0.5829224733
14.020000  0.4383429504  -0.5891703211
14.040000  0.4357166742  -0.5951363668
14.060000  0.4328819866  -0.6008177476
14.080000  0.4298402366  -0.6062117367
14.100000  0.4265928728  -0.6113157446
14.120000  0.4231414419  -0.6161273204
14.140000  0.4194875884  -0.6206441530
14.160000  0.4156330539  -0.6248640722
14.180000  0.4115796760  -0.6287850495
14.200000  0.4073293877  -0.6324051997
14.220000  0.4028842162  -0.6357227812
14.240000  0.3982462822  -0.6387361970
14.260000  0.3934177987  -0.6414439958
14.280000  0.3884010702  -0.6438448723
14.300000  0.3831984912  -0.6459376681
14.320000  0.3778125454  -0.6477213722
14.340000  0.3722458045  -0.6491951213
14.360000  0.3665009269  -0.6503582005
14.380000  0.3605806562  -0.6512100437
14.400000  0.3544878203  -0.6517502335
14.420000  0.3482253300  -0.6519785019
14.440000  0.3417961772  -0.6518947299
14.460000  0.3352034340  -0.6514989482
14.480000  0.3284502509  -0.6507913366
14.500000  0.3215398554  -0.6497722244
14.520000  0.3144755505  -0.6484420898
14.540000  0.3072607130  -0.6468015603
14.560000  0.2998987922  -0.6448514116
14.580000  0.2923933077  -0.6425925681
14.600000  0.2847478483  -0.6400261018
14.620000  0.2769660700  -0.6371532321
14.640000  0.2690516942  -0.6339753254
14.660000  0.2610085061  -0.6304938940
14.680000  0.2528403527  -0.6267105956
14.700000  0.2445511413  -0.6226272329
14.720000  0.2361448371  -0.6182457520
14.740000  0.2276254619  -0.6135682421
14.760000  0.2189970916  -0.6085969343
14.780000  0.2102638548  -0.6033342005
14.800000  0.2014299305  -0.5977825523
14.820000  0.1924995460  -0.5919446398
14.840000  0.1834769753  -0.5858232504
14.860000  0.1743665367  -0.5794213075
14.880000  0.1651725906  -0.5727418690
14.900000  0.1558995381  -0.5657881259
14.920000  0.1465518181  -0.5585634008
14.940000  0.1371339057  -0.5510711462
14.960000  0.1276503098  -0.5433149431
14.980000  0.1181055711  -0.5352984991
15.000000  0.1085042597  -0.5270256467
