# Numerov wave function for l=2
# r  Re(psi)  Im(psi)
13.940000  -0.2300718100  0.6170788376
13.960000  -0.2264348427  0.6258042009
13.980000  -0.2226923698  0.6342379754
14.000000  -0.2188461239  0.6423761994
14.020000  -0.2148978862  0.6502150479
14.040000  -0.2108494858  0.6577508348
14.060000  -0.2067027992  0.6649800147
14.080000  -0.2024597488  0.6718991846
14.100000  -0.1981223027  0.6785050850
14.120000  -0.1936924734  0.6847946026
14.140000  -0.1891723169  0.6907647704
14.160000  -0.1845639318  0.6964127704
14.180000  -0.1798694584  0.7017359341
14.200000  -0.1750910775  0.7067317443
14.220000  -0.1702310097  0.7113978360
14.240000  -0.1652915141  0.7157319977
14.260000  -0.1602748875  0.7197321725
14.280000  -0.1551834630  0.7233964591
14.300000  -0.1500196093  0.7267231128
14.320000  -0.1447857294  0.7297105460
14.340000  -0.1394842595  0.7323573296
14.360000  -0.1341176677  0.7346621931
14.380000  -0.1286884533  0.7366240257
14.400000  -0.1231991453  0.7382418768
14.420000  -0.1176523012  0.7395149560
14.440000  -0.1120505059  0.7404426344
14.460000  -0.1063963707  0.7410244440
14.480000  -0.1006925317  0.7412600788
14.500000  -0.0949416489  0.7411493943
14.520000  -0.0891464047  0.7406924082
14.540000  -0.0833095028  0.7398892998
14.560000  -0.0774336670  0.7387404108
14.580000  -0.0715216397  0.7372462442
14.600000  -0.0655761810  0.7354074651
14.620000  -0.0596000670  0.7332248996
14.640000  -0.0535960886  0.7306995350
14.660000  -0.0475670505  0.7278325191
14.680000  -0.0415157694  0.7246251599
14.700000  -0.0354450733  0.7210789248
14.720000  -0.0293577996  0.7171954404
14.740000  -0.0232567939  0.7129764910
14.760000  -0.0171449090  0.7084240187
14.780000  -0.0110250031  0.7035401220
14.800000  -0.0048999390  0.6983270549
14.820000  0.0012274179  0.6927872260
14.840000  0.0073542004  0.6869231974
14.860000  0.0134775409  0.6807376836
14.880000  0.0195945733  0.6742335499
14.900000  0.0257024336  0.6674138117
14.920000  0.0317982615  0.6602816327
14.940000  0.0378792021  0.6528403235
14.960000  0.0439424068  0.6450933402
14.980000  0.0499850348  0.6370442828
15.000000  0.0560042544  0.6286968935
